idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates
216,mercedes_prompt1,original_images/images/mercedes-benz_black_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.217319965362549,5,20,5,-0.5298200845718384,-1.6874998807907104,False,2,1.3521534204483032,5,0
218,mercedes_prompt1,original_images/images/mercedes-benz_gray_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.5210721492767334,5,20,5,-0.3335721790790558,-2.1874999701976776,False,2,1.0390889644622803,5,0
220,mercedes_prompt1,original_images/images/mercedes-benz_gray_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.121530532836914,5,20,5,-0.43403059244155884,-1.6874999403953552,False,2,1.2318227291107178,5,0
222,mercedes_prompt1,original_images/images/mercedes-benz_gray_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{3},3,3,3,True,True,,3,3,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.120983600616455,5,20,5,-1.152233600616455,0.03125,True,1,1.677376627922058,5,0
224,mercedes_prompt1,original_images/images/mercedes-benz_gray_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.455441951751709,5,20,5,-0.6898170113563538,-0.7656249403953552,False,2,1.4171314239501953,5,0
226,mercedes_prompt1,original_images/images/mercedes-benz_gray_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.0744245052337646,5,20,5,-0.46504950523376465,-1.609375,False,2,1.195157766342163,5,0
228,mercedes_prompt1,original_images/images/mercedes-benz_white_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.9386017322540283,5,20,5,-0.8292267322540283,-1.109375,False,2,1.5261152982711792,5,0
230,mercedes_prompt1,original_images/images/mercedes-benz_white_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.1177663803100586,5,20,5,-0.6490164399147034,-1.4687499403953552,False,3,1.3560004234313965,5,0
232,mercedes_prompt1,original_images/images/mercedes-benz_white_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-3.0098445415496826,5,20,5,-0.6504695415496826,-2.359375,False,3,1.444602608680725,5,0
234,mercedes_prompt1,original_images/images/mercedes-benz_white_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.7152204513549805,5,20,5,-0.41834557056427,-2.2968748807907104,False,3,1.158959150314331,5,0
236,mercedes_prompt1,original_images/images/mercedes-benz_white_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.510951280593872,5,20,5,-0.2922012209892273,-2.2187500596046448,False,2,0.923988938331604,5,0
238,mercedes_prompt1,original_images/images/mercedes.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{5},5,3,5,False,False,,5,5,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.9620150327682495,5,20,5,-0.9463900327682495,-1.015625,False,3,1.5860196352005005,5,0
240,moose_prompt1,original_images/images/moose.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0009477414423599839,6,21,6,-8.329072952270508,8.328125210828148,True,1,0.009318500757217407,5,0
242,mountain_goat_prompt1,original_images/images/mountain goat.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0015926783671602607,6,21,6,-7.610967636108398,7.609374957741238,True,1,0.014482158236205578,5,0
244,mule_prompt1,original_images/images/mule.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0016307639889419079,6,21,6,-7.407880783081055,7.406250019092113,True,1,0.015644587576389313,5,0
246,ocelot_prompt1,original_images/images/ocelot.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.19016581773757935,6,21,6,-4.580790996551514,4.390625178813934,True,1,0.5615983605384827,5,0
248,okapi_prompt1,original_images/images/okapi.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0023394853342324495,6,21,6,-7.7523393630981445,7.749999877763912,True,1,0.020892761647701263,5,0
250,ostrich_prompt1,original_images/images/ostrich.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006838844623416662,4,19,4,-5.147463798522949,5.140624953899533,True,1,0.04609043151140213,5,0
252,oystercatcher_prompt1,original_images/images/oystercatcher.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0022260190453380346,1,16,1,-6.689725875854492,6.687499856809154,True,1,0.019404403865337372,5,0
254,peacock_prompt1,original_images/images/peacock.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0011537569807842374,1,16,1,-7.735528945922852,7.734375188942067,True,1,0.010999889113008976,5,0
256,pig_prompt1,original_images/images/pig.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.000705589191056788,6,21,6,-8.92258071899414,8.921875129803084,True,1,0.0074936505407094955,5,0
258,plover_prompt1,original_images/images/plover.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.001456748810596764,1,16,1,-7.9233317375183105,7.921874988707714,True,1,0.013951190747320652,5,0
260,pronghorn_prompt1,original_images/images/pronghorn.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.011748174205422401,6,21,6,-6.058623313903809,6.046875139698386,True,1,0.07659216225147247,5,0
262,puma_prompt1,original_images/images/puma.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.016285834833979607,6,21,6,-6.2662858963012695,6.25000006146729,True,1,0.10419797897338867,5,0
264,rabbit_prompt1,original_images/images/rabbit.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.016976162791252136,6,21,6,-4.313851356506348,4.2968751937150955,True,1,0.10277555137872696,5,0
266,red_fox_prompt1,original_images/images/red fox.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006739741191267967,6,21,6,-6.350489616394043,6.343749875202775,True,1,0.05545829236507416,5,0
268,red_wolf_prompt1,original_images/images/red wolf.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004495751578360796,6,21,6,-7.082620620727539,7.078124869149178,True,1,0.03886481001973152,5,0
270,reindeer_prompt1,original_images/images/reindeer.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.026250051334500313,6,21,6,-6.823124885559082,6.796874834224582,True,1,0.1282576620578766,5,0
272,rhea_prompt1,original_images/images/rhea.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006757620722055435,4,19,4,-5.194257736206055,5.187500115483999,True,1,0.04642164707183838,5,0
274,rooster_prompt1,original_images/images/rooster.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.004861914087086916,4,19,4,-6.395486831665039,6.390624917577952,True,1,0.0388040691614151,5,0
276,sandpiper_prompt1,original_images/images/sandpiper.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0013943722005933523,1,16,1,-7.517019271850586,7.515624899649993,True,1,0.01323546003550291,5,0
278,secretary_bird_prompt1,original_images/images/secretary bird.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.003219661070033908,1,16,1,-6.2844696044921875,6.281249943422154,True,1,0.026355905458331108,5,0
280,serval_prompt1,original_images/images/serval.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.03065119870007038,6,21,6,-5.421276092529297,5.3906248938292265,True,1,0.16793598234653473,5,0
282,sheep_prompt1,original_images/images/sheep.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0004390706308186054,6,21,6,-9.219188690185547,9.218749619554728,True,1,0.00505516491830349,5,0
284,spoonbill_prompt1,original_images/images/spoonbill.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.00220567942596972,1,16,1,-6.689705848693848,6.687500169267878,True,1,0.018966589123010635,5,0
286,springbok_prompt1,original_images/images/springbok.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.009829570539295673,6,21,6,-5.384829521179199,5.3749999506399035,True,1,0.07043537497520447,5,0
288,stilt_prompt1,original_images/images/stilt.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0037510290276259184,1,16,1,-6.456875801086426,6.4531247720588,True,1,0.031063977628946304,5,0
290,stork_prompt1,original_images/images/stork.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0011456600623205304,1,16,1,-8.048020362854004,8.046874702791683,True,1,0.011142714880406857,5,0
292,swan_prompt1,original_images/images/swan.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0010508735431358218,1,16,1,-7.28230094909668,7.281250075553544,True,1,0.009879346936941147,5,0
294,tiger_prompt1,original_images/images/tiger.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.19032399356365204,6,21,6,-5.627823829650879,5.437499836087227,True,1,0.5197726488113403,5,0
296,turkey_prompt1,original_images/images/turkey.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",2,2,{2},2,2,2,True,True,,2,2,1,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0034273474011570215,4,19,4,-6.440927505493164,6.437500158092007,True,1,0.02872670628130436,5,0
298,warthog_prompt1,original_images/images/warthog.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.003331351326778531,6,21,6,-7.128331184387207,7.1249998330604285,True,1,0.02910015545785427,5,0
300,water_buffalo_prompt1,original_images/images/water buffalo.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0013460394693538547,6,21,6,-7.688846111297607,7.687500071828254,True,1,0.013091892935335636,5,0
302,wild_boar_prompt1,original_images/images/wild boar.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0019565741531550884,6,21,6,-7.611331462860107,7.609374888706952,True,1,0.017804022878408432,5,0
304,wildebeest_prompt1,original_images/images/wildebeest.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.002218168694525957,6,21,6,-7.205343246459961,7.203125077765435,True,1,0.02072153612971306,5,0
306,yak_prompt1,original_images/images/yak.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0012985378270968795,6,21,6,-7.532548427581787,7.53124988975469,True,1,0.012327920645475388,5,0
308,zebra_prompt1,original_images/images/zebra.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",4,4,{4},4,4,4,True,True,,4,4,1,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.0009740613750182092,6,21,6,-8.25097370147705,8.249999640102033,True,1,0.010100958868861198,5,0
310,adidas_prompt1,original_images/images/adidas.png,Logos,shoes,Counting/Illusion,"How many visible stripes are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.","How many visible stripes are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",3,3,{3},3,3,3,True,True,,3,3,1,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.0608895942568779,2,17,2,-3.639014482498169,3.578124888241291,True,1,0.32134509086608887,5,0
312,nike_prompt1,original_images/images/nike.png,Logos,shoes,Counting/Illusion,"How many visible black stylized curves are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.","How many visible black stylized curves are there on the logo of the left shoe? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",1,1,{1},1,1,1,True,True,,1,1,1,"GT±2, single-token only","[0, 1, 2, 3]","[0, 1, 2, 3]",[],16,1,-1.1859303712844849,2,17,2,-1.3578053712844849,0.171875,True,1,1.8442201614379883,4,0
314,chess_grid_standard_notitle_px1152_Q1,original_images/images/chess_grid_standard_notitle_px1152.png,Game Boards,Chess Grid,Counting/Illusion,"How many rows are there on this board? Answer with a number in curly brackets, e.g., {9}.","How many rows are there on this board? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",8,8,{8},8,8,8,True,True,,8,8,1,"GT±2, single-token only","[6, 7, 8, 9, 10]","[6, 7, 8, 9]",[10],23,8,-0.2721133530139923,6,21,6,-2.50648832321167,2.2343749701976776,True,1,0.9738960862159729,4,1
320,sudoku_grid_standard_notitle_px1152_Q1,original_images/images/sudoku_grid_standard_notitle_px1152.png,Game Boards,Sudoku Grid,Counting/Illusion,"How many rows are there on this puzzle? Answer with a number in curly brackets, e.g., {9}.","How many rows are there on this puzzle? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly ONE digit (0-9). No text, no multiple digits.",9,9,{9},9,9,9,True,True,,9,9,1,"GT±2, single-token only","[7, 8, 9, 10, 11]","[7, 8, 9]","[10, 11]",24,9,-0.1632545441389084,8,23,8,-3.5241172313690186,3.36086268723011,True,1,0.7128799557685852,3,2
