idx,ID,image_path,topic,sub_topic,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,detected_digit,detected_token_text,answer_step,candidate_policy,candidate_set,valid_single_token_candidates,skipped_multitoken_candidates,gt_token_id,gt_token_variant,gt_logprob_token,proxy_bias_value,proxy_bias_token_id,proxy_bias_token_variant,proxy_bias_logprob_token,margin_token,prefers_gt_token,gt_rank_window_token,entropy_token,num_valid_single_token_candidates,num_skipped_multitoken_candidates,generated_matches_proxy,full_hallucination
178,maned_wolf_prompt1,original_images/images/maned wolf.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.006127736996859312,2,17,2,-6.287377834320068,6.281250097323209,True,1,0.04892237111926079,5,0,False,False
180,maserati_prompt1,original_images/images/maserati_black_convertible_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1537158489227295,4,19,4,-0.9974658489227295,-0.15625,False,2,1.6182119846343994,5,0,True,False
182,maserati_prompt1,original_images/images/maserati_black_coupe_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1380,908,447,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.5320947170257568,4,19,4,-1.4070947170257568,0.875,True,1,1.2832139730453491,5,0,False,False
184,maserati_prompt1,original_images/images/maserati_black_sedan_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.6371623277664185,4,19,4,-0.6059123277664185,-1.03125,False,2,1.534460186958313,5,0,True,False
186,maserati_prompt1,original_images/images/maserati_black_sports car_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268,834,448,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.9508825540542603,4,19,4,-0.7790075540542603,-0.171875,False,2,1.3392547369003296,5,0,True,False
188,maserati_prompt1,original_images/images/maserati_black_suv_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,678,448,296,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.1243162155151367,4,19,4,-0.6086910963058472,-1.5156251192092896,False,2,1.5318429470062256,5,0,True,False
190,maserati_prompt1,original_images/images/maserati_gray_convertible_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.000887870788574,4,19,4,-0.5477628707885742,-1.453125,False,2,1.498370885848999,5,0,True,False
192,maserati_prompt1,original_images/images/maserati_gray_coupe_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424,706,448,222,"(1, 2258)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.8629252910614014,4,19,4,-1.1285502910614014,0.265625,True,1,1.5696861743927002,5,0,False,False
194,maserati_prompt1,original_images/images/maserati_gray_sedan_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,672,448,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-2.1822900772094727,4,19,4,-0.9479151964187622,-1.2343748807907104,False,2,1.9316083192825317,5,0,True,False
196,maserati_prompt1,original_images/images/maserati_gray_sports car_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.0953400135040283,4,19,4,-0.7672150135040283,-0.328125,False,2,1.4614027738571167,5,0,True,False
198,maserati_prompt1,original_images/images/maserati_gray_suv_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,679,448,297,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.7892612218856812,4,19,4,-0.8673862218856812,-0.921875,False,2,1.8074074983596802,5,0,True,False
200,maserati_prompt1,original_images/images/maserati_white_convertible_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530,1020,448,298,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1377553939819336,4,19,4,-0.8565053939819336,-0.28125,False,2,1.5219416618347168,5,0,True,False
202,maserati_prompt1,original_images/images/maserati_white_coupe_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626,1074,448,295,"(1, 1934)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.10629310458898544,4,19,4,-2.903168201446533,2.7968750968575478,True,1,0.49219632148742676,5,0,False,False
204,maserati_prompt1,original_images/images/maserati_white_sedan_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.8495256900787354,4,19,4,-0.7714007496833801,-1.0781249403953552,False,2,1.7649089097976685,5,0,True,False
206,maserati_prompt1,original_images/images/maserati_white_sports car_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290,852,448,295,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.0094417333602905,4,19,4,-0.9469417333602905,-0.0625,False,2,1.5456233024597168,5,0,True,False
208,maserati_prompt1,original_images/images/maserati_white_suv_0.png,Logos,cars,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,718,448,314,"(1, 1826)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.4933468103408813,4,19,4,-0.6027218103408813,-0.890625,False,2,1.4405162334442139,5,0,True,False
210,mercedes_prompt1,original_images/images/mercedes-benz_black_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878,1024,384,448,"(1, 1671)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6718735098838806,5,20,5,-1.5624985694885254,0.8906250596046448,True,1,1.3806391954421997,5,0,False,False
212,mercedes_prompt1,original_images/images/mercedes-benz_black_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,1024,448,448,"(1, 3745)","(1, 5, 3, 384, 384)",5,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.2926779091358185,4,19,4,-2.355177879333496,2.0624999701976776,True,1,0.9201295971870422,5,0,False,False
214,mercedes_prompt1,original_images/images/mercedes-benz_black_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,679,448,297,"(1, 1882)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.0230612754821777,5,20,5,-1.3355612754821777,0.3125,True,1,1.4834368228912354,5,0,False,False
216,mercedes_prompt1,original_images/images/mercedes-benz_black_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1882)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6657443642616272,5,20,5,-1.6344943046569824,0.9687499403953552,True,1,1.3878995180130005,5,0,False,False
218,mercedes_prompt1,original_images/images/mercedes-benz_gray_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1882)","(1, 3, 3, 384, 384)",3,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.2130422592163086,5,20,5,-1.1974172592163086,-0.015625,False,2,1.5574781894683838,5,0,True,False
220,mercedes_prompt1,original_images/images/mercedes-benz_gray_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1774)","(1, 3, 3, 384, 384)",3,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1487863063812256,5,20,5,-1.1019113063812256,-0.046875,False,2,1.576216220855713,5,0,True,False
222,mercedes_prompt1,original_images/images/mercedes-benz_gray_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,637,448,278,"(1, 1990)","(1, 3, 3, 384, 384)",3,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1538468599319458,5,20,5,-1.1225968599319458,-0.03125,False,2,1.50965416431427,5,0,True,False
224,mercedes_prompt1,original_images/images/mercedes-benz_gray_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1882)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.105963945388794,5,20,5,-1.215338945388794,0.109375,True,1,1.5068742036819458,5,0,False,False
226,mercedes_prompt1,original_images/images/mercedes-benz_gray_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,769,448,336,"(1, 1774)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.1905337572097778,5,20,5,-1.2686587572097778,0.078125,True,1,1.587116003036499,5,0,False,False
228,mercedes_prompt1,original_images/images/mercedes-benz_white_convertible_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,608,448,266,"(1, 2044)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.068008303642273,5,20,5,-1.146133303642273,0.078125,True,1,1.5586495399475098,5,0,False,False
230,mercedes_prompt1,original_images/images/mercedes-benz_white_coupe_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,683,448,298,"(1, 1882)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6581622362136841,5,20,5,-2.0175371170043945,1.3593748807907104,True,1,1.3763535022735596,5,0,False,False
232,mercedes_prompt1,original_images/images/mercedes-benz_white_hatchback_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,754,1014,333,448,"(1, 1783)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.9875965118408203,5,20,5,-1.2688465118408203,0.28125,True,1,1.5255634784698486,5,0,False,False
234,mercedes_prompt1,original_images/images/mercedes-benz_white_sedan_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,5,5,3,5,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,678,448,296,"(1, 1882)","(1, 3, 3, 384, 384)",3,5,5,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-1.2900052070617676,5,20,5,-0.9618801474571228,-0.3281250596046448,False,2,1.5520731210708618,5,0,True,False
236,mercedes_prompt1,original_images/images/mercedes-benz_white_suv_0.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,678,448,296,"(1, 1882)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.6247342228889465,5,20,5,-1.7809841632843018,1.1562499403953552,True,1,1.3588839769363403,5,0,False,False
238,mercedes_prompt1,original_images/images/mercedes.png,Logos,cars,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1168,738,448,283,"(1, 1936)","(1, 3, 3, 384, 384)",3,3,3,0,"GT±2, single-token only","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",[],18,3,-0.812143087387085,5,20,5,-1.577768087387085,0.765625,True,1,1.477280616760254,5,0,False,False
240,moose_prompt1,original_images/images/moose.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.009735485538840294,2,17,2,-6.822235584259033,6.812500098720193,True,1,0.07115736603736877,5,0,False,False
242,mountain_goat_prompt1,original_images/images/mountain goat.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00614882679656148,2,17,2,-6.724898815155029,6.718749988358468,True,1,0.048534270375967026,5,0,False,False
244,mule_prompt1,original_images/images/mule.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,785,448,343,"(1, 1767)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004448280669748783,2,17,2,-6.645073413848877,6.640625133179128,True,1,0.036393407732248306,5,0,False,False
246,ocelot_prompt1,original_images/images/ocelot.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,618,448,270,"(1, 1983)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.012098736129701138,2,17,2,-6.308973789215088,6.296875053085387,True,1,0.08812057971954346,5,0,False,False
248,okapi_prompt1,original_images/images/okapi.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,671,448,293,"(1, 1929)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.004909602925181389,2,17,2,-6.911159515380859,6.906249912455678,True,1,0.040172163397073746,5,0,False,False
250,ostrich_prompt1,original_images/images/ostrich.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,713,448,311,"(1, 1821)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.017069686204195023,4,19,4,-4.7983198165893555,4.7812501303851604,True,1,0.11160755157470703,5,0,False,False
252,oystercatcher_prompt1,original_images/images/oystercatcher.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,691,448,302,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.006731926463544369,1,16,1,-5.912981986999512,5.906250060535967,True,1,0.050017260015010834,5,0,False,False
254,peacock_prompt1,original_images/images/peacock.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,866,448,378,"(1, 1659)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.020993757992982864,4,19,4,-4.520993709564209,4.499999951571226,True,1,0.13006126880645752,5,0,False,False
256,pig_prompt1,original_images/images/pig.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.00482134148478508,2,17,2,-7.207946300506592,7.203124959021807,True,1,0.036892663687467575,5,0,False,False
258,plover_prompt1,original_images/images/plover.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,0,"GT±2, single-token only","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",[],17,2,-0.0054929512552917,1,16,1,-6.8023681640625,6.796875212807208,True,1,0.041735049337148666,5,0,False,False
260,pronghorn_prompt1,original_images/images/pronghorn.png,Animals,animal,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,681,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,4,4,0,"GT±2, single-token only","[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]",[],19,4,-0.005244782194495201,2,17,2,-6.333369731903076,6.328124949708581,True,1,0.04202907159924507,5,0,False,False
