idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,run_mode,fallback_used,original_error_before_fallback,image_resize_applied,max_image_side,original_image_width,original_image_height,processed_image_width,processed_image_height,input_ids_shape,pixel_values_shape,num_image_crops,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
164,jaguar_prompt1,original_images/images/jaguar.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,491,448,214,"(1, 2143)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.3150204122066498,-0.3150204122066498,-0.3150204122066498,0.62668377161026,0.62668377161026,1,exact,-6.315020561218262,-6.315020561218262,-6.315020561218262,0.62668377161026,0.62668377161026,1,exact,6.000000149011612,6.000000149011612,6.000000149011612,1,True,True,0.031392160803079605,0.04869223013520241,0.04869223013520241,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.569008499383926,0.9469380378723145,6.622070461511612,True,7.569008499383926,0.9469380378723145,6.622070461511612,True
166,kudu_prompt1,original_images/images/kudu.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,784,448,343,"(1, 1767)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.02729215659201145,-0.02729215659201145,-0.02729215659201145,0.14360162615776062,0.14360162615776062,1,exact,-5.996042251586914,-5.996042251586914,-5.996042251586914,0.14360162615776062,0.14360162615776062,1,exact,5.968750094994903,5.968750094994903,5.968750094994903,1,True,True,0.025844966992735863,0.039368242025375366,0.039368242025375366,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.856736754998565,1.265916347503662,6.590820407494903,True,7.856736754998565,1.265916347503662,6.590820407494903,True
168,lapwing_prompt1,original_images/images/lapwing.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,2,2,2,2,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,0,2,2,-0.057025156915187836,-0.057025156915187836,-0.057025156915187836,0.2436046302318573,0.2436046302318573,1,exact,-5.338274955749512,-5.338274955749512,-5.338274955749512,0.2436046302318573,0.2436046302318573,1,exact,5.281249798834324,5.281249798834324,5.281249798834324,1,True,True,0.0423847921192646,0.0418853722512722,0.0418853722512722,False,False,True,True,1.0,1.0,GT>proxy,-7.261958599090576,-6.588130474090576,-7.261958599090576,-6.588130474090576,7.204933442175388,1.2498555183410645,5.955077923834324,True,7.204933442175388,1.2498555183410645,5.955077923834324,True
170,leopard_prompt1,original_images/images/leopard.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,510,448,223,"(1, 2253)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.533652663230896,-0.533652663230896,-0.533652663230896,0.7119860649108887,0.7119860649108887,1,exact,-6.6274027824401855,-6.6274027824401855,-6.6274027824401855,0.7119860649108887,0.7119860649108887,1,exact,6.0937501192092896,6.0937501192092896,6.0937501192092896,1,True,True,0.026892319321632385,0.04010976850986481,0.04010976850986481,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.35037624835968,0.6345558166503906,6.7158204317092896,True,7.35037624835968,0.6345558166503906,6.7158204317092896,True
172,lion_prompt1,original_images/images/lion.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,1024,943,448,412,"(1, 3518)","(1, 5, 3, 384, 384)",5,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.16903889179229736,-0.16903889179229736,-0.16903889179229736,0.4732574224472046,0.4732574224472046,1,exact,-5.903413772583008,-5.903413772583008,-5.903413772583008,0.4732574224472046,0.4732574224472046,1,exact,5.7343748807907104,5.7343748807907104,5.7343748807907104,1,True,True,0.03502216562628746,0.040139663964509964,0.040139663964509964,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.714990019798279,1.3585448265075684,6.3564451932907104,True,7.714990019798279,1.3585448265075684,6.3564451932907104,True
174,llama_prompt1,original_images/images/llama.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,706,448,308,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.009819891303777695,-0.009819891303777695,-0.009819891303777695,0.0707591250538826,0.0707591250538826,1,exact,-6.181694984436035,-6.181694984436035,-6.181694984436035,0.0707591250538826,0.0707591250538826,1,exact,6.1718750931322575,6.1718750931322575,6.1718750931322575,1,True,True,0.024454468861222267,0.03645678609609604,0.03645678609609604,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.8742090202867985,1.080263614654541,6.7939454056322575,True,7.8742090202867985,1.080263614654541,6.7939454056322575,True
176,lynx_prompt1,original_images/images/lynx.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.40398621559143066,-0.40398621559143066,-0.40398621559143066,0.7127416133880615,0.7127416133880615,1,exact,-5.232110977172852,-5.232110977172852,-5.232110977172852,0.7127416133880615,0.7127416133880615,1,exact,4.828124761581421,4.828124761581421,4.828124761581421,1,True,True,0.0793355405330658,0.09182311594486237,0.09182311594486237,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.4800426959991455,2.0298476219177246,5.450195074081421,True,7.4800426959991455,2.0298476219177246,5.450195074081421,True
178,maned_wolf_prompt1,original_images/images/maned wolf.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,4,4,4,4,True,True,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1875)","(1, 3, 3, 384, 384)",3,2,2,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,0,4,4,-0.055494967848062515,-0.055494967848062515,-0.055494967848062515,0.23748405277729034,0.23748405277729034,1,exact,-5.883619785308838,-5.883619785308838,-5.883619785308838,0.23748405277729034,0.23748405277729034,1,exact,5.828124817460775,5.828124817460775,5.828124817460775,1,True,True,0.030355967581272125,0.04892237111926079,0.04892237111926079,False,False,True,True,1.0,2.0,GT>proxy,-7.884028911590576,-7.261958599090576,-7.884028911590576,-7.261958599090576,7.828533943742514,1.3783388137817383,6.450195129960775,True,7.828533943742514,1.3783388137817383,6.450195129960775,True
180,maserati_prompt1,original_images/images/maserati_black_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-1.6882468461990356,-1.6882468461990356,-1.6882468461990356,1.5183848142623901,1.5183848142623901,1,exact,-0.8913718461990356,-0.8913718461990356,-0.8913718461990356,1.5183848142623901,1.5183848142623901,1,exact,-0.796875,-0.796875,-0.796875,2,False,False,1.0443906784057617,1.6182119846343994,1.6182119846343994,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.0678523778915405,6.9926570653915405,-0.9248046875,False,6.0678523778915405,6.9926570653915405,-0.9248046875,False
182,maserati_prompt1,original_images/images/maserati_black_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1380,908,447,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,3,3,-0.8920065760612488,-0.8920065760612488,-0.8920065760612488,1.5034360885620117,1.5034360885620117,1,exact,-1.1420066356658936,-1.1420066356658936,-1.1420066356658936,1.5034360885620117,1.5034360885620117,1,exact,0.2500000596046448,0.2500000596046448,0.2500000596046448,1,True,True,1.0090062618255615,1.2832139730453491,1.2832139730453491,False,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.864092648029327,6.742022275924683,0.12207037210464478,True,6.864092648029327,6.742022275924683,0.12207037210464478,True
184,maserati_prompt1,original_images/images/maserati_black_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,680,448,297,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-2.6041622161865234,-2.6041622161865234,-2.6041622161865234,1.336215853691101,1.336215853691101,1,exact,-1.026037335395813,-1.026037335395813,-1.026037335395813,1.336215853691101,1.336215853691101,1,exact,-1.5781248807907104,-1.5781248807907104,-1.5781248807907104,2,False,False,0.820689857006073,1.534460186958313,1.534460186958313,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.151937007904053,6.857991576194763,-1.7060545682907104,False,5.151937007904053,6.857991576194763,-1.7060545682907104,False
186,maserati_prompt1,original_images/images/maserati_black_sports car_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1268,834,448,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-1.8962690830230713,-1.8962690830230713,-1.8962690830230713,1.294714093208313,1.294714093208313,1,exact,-0.5837690234184265,-0.5837690234184265,-0.5837690234184265,1.294714093208313,1.294714093208313,1,exact,-1.3125000596046448,-1.3125000596046448,-1.3125000596046448,2,False,False,0.753381073474884,1.3392547369003296,1.3392547369003296,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.859830141067505,7.30025988817215,-1.4404297471046448,False,5.859830141067505,7.30025988817215,-1.4404297471046448,False
188,maserati_prompt1,original_images/images/maserati_black_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,678,448,296,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-3.2862391471862793,-3.2862391471862793,-3.2862391471862793,1.0933579206466675,1.0933579206466675,1,exact,-1.2237392663955688,-1.2237392663955688,-1.2237392663955688,1.0933579206466675,1.0933579206466675,1,exact,-2.0624998807907104,-2.0624998807907104,-2.0624998807907104,2,False,False,0.7156398892402649,1.5318429470062256,1.5318429470062256,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.469860076904297,6.660289645195007,-2.1904295682907104,False,4.469860076904297,6.660289645195007,-2.1904295682907104,False
190,maserati_prompt1,original_images/images/maserati_gray_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,765,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-2.3575665950775146,-2.3575665950775146,-2.3575665950775146,1.47786545753479,1.47786545753479,1,exact,-0.7794415950775146,-0.7794415950775146,-0.7794415950775146,1.47786545753479,1.47786545753479,1,exact,-1.578125,-1.578125,-1.578125,2,False,False,0.9624496698379517,1.498370885848999,1.498370885848999,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.3985326290130615,7.1045873165130615,-1.7060546875,False,5.3985326290130615,7.1045873165130615,-1.7060546875,False
192,maserati_prompt1,original_images/images/maserati_gray_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:9,True,448.0,1424,706,448,222,"(1, 2258)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,3,3,-2.9280755519866943,-2.9280755519866943,-2.9280755519866943,0.7319677472114563,0.7319677472114563,1,exact,-2.4905755519866943,-2.4905755519866943,-2.4905755519866943,0.7319677472114563,0.7319677472114563,1,exact,-0.4375,-0.4375,-0.4375,2,False,False,1.0796791315078735,1.5696861743927002,1.5696861743927002,False,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.828023672103882,5.393453359603882,-0.5654296875,False,4.828023672103882,5.393453359603882,-0.5654296875,False
194,maserati_prompt1,original_images/images/maserati_gray_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,672,448,294,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-3.1428093910217285,-3.1428093910217285,-3.1428093910217285,1.2915948629379272,1.2915948629379272,1,exact,-1.3771843910217285,-1.3771843910217285,-1.3771843910217285,1.2915948629379272,1.2915948629379272,1,exact,-1.765625,-1.765625,-1.765625,2,False,False,0.894039511680603,1.9316083192825317,1.9316083192825317,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.613289833068848,6.506844520568848,-1.8935546875,False,4.613289833068848,6.506844520568848,-1.8935546875,False
196,maserati_prompt1,original_images/images/maserati_gray_sports car_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-1.7043039798736572,-1.7043039798736572,-1.7043039798736572,1.4637914896011353,1.4637914896011353,1,exact,-0.969929039478302,-0.969929039478302,-0.969929039478302,1.4637914896011353,1.4637914896011353,1,exact,-0.7343749403953552,-0.7343749403953552,-0.7343749403953552,2,False,False,0.9426652193069458,1.4614027738571167,1.4614027738571167,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.051795244216919,6.914099872112274,-0.8623046278953552,False,6.051795244216919,6.914099872112274,-0.8623046278953552,False
198,maserati_prompt1,original_images/images/maserati_gray_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,679,448,297,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-3.0342624187469482,-3.0342624187469482,-3.0342624187469482,0.9249746799468994,0.9249746799468994,1,exact,-1.8155124187469482,-1.8155124187469482,-1.8155124187469482,0.9249746799468994,0.9249746799468994,1,exact,-1.21875,-1.21875,-1.21875,2,False,False,0.8168208599090576,1.8074074983596802,1.8074074983596802,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.721836805343628,6.068516492843628,-1.3466796875,False,4.721836805343628,6.068516492843628,-1.3466796875,False
200,maserati_prompt1,original_images/images/maserati_white_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1530,1020,448,298,"(1, 1880)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-3.0045206546783447,-3.0045206546783447,-3.0045206546783447,0.8630350828170776,0.8630350828170776,1,exact,-2.1607706546783447,-2.1607706546783447,-2.1607706546783447,0.8630350828170776,0.8630350828170776,1,exact,-0.84375,-0.84375,-0.84375,2,False,False,1.118604302406311,1.5219416618347168,1.5219416618347168,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,4.7515785694122314,5.7232582569122314,-0.9716796875,False,4.7515785694122314,5.7232582569122314,-0.9716796875,False
202,maserati_prompt1,original_images/images/maserati_white_coupe_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:16,True,448.0,1626,1074,448,295,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,3,3,-0.3746834695339203,-0.3746834695339203,-0.3746834695339203,0.9887656569480896,0.9887656569480896,1,exact,-2.718433380126953,-2.718433380126953,-2.718433380126953,0.9887656569480896,0.9887656569480896,1,exact,2.343749910593033,2.343749910593033,2.343749910593033,1,True,True,0.42870470881462097,0.49219632148742676,0.49219632148742676,False,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,7.381415754556656,5.165595531463623,2.215820223093033,True,7.381415754556656,5.165595531463623,2.215820223093033,True
204,maserati_prompt1,original_images/images/maserati_white_sedan_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,764,448,334,"(1, 1772)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-2.738759756088257,-2.738759756088257,-2.738759756088257,1.3628697395324707,1.3628697395324707,1,exact,-1.1137597560882568,-1.1137597560882568,-1.1137597560882568,1.3628697395324707,1.3628697395324707,1,exact,-1.625,-1.625,-1.625,2,False,False,0.8502041697502136,1.7649089097976685,1.7649089097976685,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.017339468002319,6.770269155502319,-1.7529296875,False,5.017339468002319,6.770269155502319,-1.7529296875,False
206,maserati_prompt1,original_images/images/maserati_white_sports car_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:13,True,448.0,1290,852,448,295,"(1, 1934)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-1.562180519104004,-1.562180519104004,-1.562180519104004,1.5177772045135498,1.5177772045135498,1,exact,-0.9371805191040039,-0.9371805191040039,-0.9371805191040039,1.5177772045135498,1.5177772045135498,1,exact,-0.625,-0.625,-0.625,2,False,False,0.9942470788955688,1.5456233024597168,1.5456233024597168,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,6.193918704986572,6.946848392486572,-0.7529296875,False,6.193918704986572,6.946848392486572,-0.7529296875,False
208,maserati_prompt1,original_images/images/maserati_white_suv_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many prongs are there in the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,4,4,3,4,False,False,,resized_fallback,True,too_many_image_crops_original:7,True,448.0,1024,718,448,314,"(1, 1826)","(1, 3, 3, 384, 384)",3,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,4,4,-2.5383031368255615,-2.5383031368255615,-2.5383031368255615,1.1948541402816772,1.1948541402816772,1,exact,-1.1476781368255615,-1.1476781368255615,-1.1476781368255615,1.1948541402816772,1.1948541402816772,1,exact,-1.390625,-1.390625,-1.390625,2,False,False,0.6979752779006958,1.4405162334442139,1.4405162334442139,True,False,True,True,0.25,-1.0,GT<proxy,-7.756099224090576,-7.884028911590576,-7.756099224090576,-7.884028911590576,5.217796087265015,6.736350774765015,-1.5185546875,False,5.217796087265015,6.736350774765015,-1.5185546875,False
210,mercedes_prompt1,original_images/images/mercedes-benz_black_convertible_0.png,Logos,cars,Counting/Illusion,Counting/Illusion,"How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.","How many points of the star are there on the logo of this car? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",3,3,3,3,3,3,3,True,True,,resized_fallback,True,too_many_image_crops_original:10,True,448.0,878,1024,384,448,"(1, 1671)","(1, 3, 3, 384, 384)",3,5,5,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[1, 2, 3, 4, 5]",5,5,0,3,3,-1.4956932067871094,-1.4956932067871094,-1.4956932067871094,1.1169084310531616,1.1169084310531616,1,exact,-2.5738182067871094,-2.5738182067871094,-2.5738182067871094,1.1169084310531616,1.1169084310531616,1,exact,1.078125,1.078125,1.078125,1,True,True,0.9502604007720947,1.3806391954421997,1.3806391954421997,False,False,True,True,0.4,-2.0,GT<proxy,-7.756099224090576,-8.374752044677734,-7.756099224090576,-8.374752044677734,6.260406017303467,5.800933837890625,0.4594721794128418,True,6.260406017303467,5.800933837890625,0.4594721794128418,True
