idx,ID,image_path,topic,sub_topic,question_type,type_of_question,prompt,prompt_used_for_generation,ground_truth,ground_truth_raw,ground_truth_num,model_answer,pred_norm,gt_norm,pred_num,correct_exact,correct_numeric,generation_error,expected_bias,proxy_bias_value,proxy_bias_definition,candidate_policy,candidate_set,num_candidates_attempted,num_candidates_scored,answer_step,detected_digit,detected_token_text,gold_seq_logprob,gold_avg_logprob,gold_char_logprob,gold_entropy_step1,gold_entropy_mean,gold_n_tokens,gold_span_mode,bias_seq_logprob,bias_avg_logprob,bias_char_logprob,bias_entropy_step1,bias_entropy_mean,bias_n_tokens,bias_span_mode,seq_margin,avg_margin,char_margin,gt_rank_seq,prefers_gold,prefers_gt_seq,entropy_candidates,entropy_step1,entropy_mean,generated_matches_proxy,full_hallucination,same_length,length_matched,relative_change,gt_minus_bias,direction,gold_uncond_avg_lp,bias_uncond_avg_lp,gold_uncond_char_lp,bias_uncond_char_lp,gold_pmi,bias_pmi,pmi_margin,prefers_gold_pmi,gold_char_pmi,bias_char_pmi,char_pmi_margin,prefers_gold_char_pmi
106,coyote_prompt1,original_images/images/coyote.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.28258228302002,-8.28258228302002,-8.28258228302002,0.011869540438055992,0.011869540438055992,1,exact,-16.618520736694336,-16.618520736694336,-16.618520736694336,0.011869540438055992,0.011869540438055992,1,exact,8.335938453674316,8.335938453674316,8.335938453674316,1,True,True,0.00439734710380435,0.0008439449593424797,0.06561013450846076,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.3163642883300781,-8.128949165344238,8.445313453674316,True,0.3163642883300781,-8.128949165344238,8.445313453674316,True
108,crane_prompt1,original_images/images/crane.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.86171817779541,-7.86171817779541,-7.86171817779541,0.020032973960042,0.020032973960042,1,exact,-15.63515567779541,-15.63515567779541,-15.63515567779541,0.020032973960042,0.020032973960042,1,exact,7.7734375,7.7734375,7.7734375,1,True,True,0.009418437257409096,0.0041562644764781,0.010961200576275587,False,False,True,True,0.3333333333333333,-1.0,GT<proxy,-8.309884071350098,-8.489571571350098,-8.309884071350098,-8.489571571350098,0.4481658935546875,-7.1455841064453125,7.59375,True,0.4481658935546875,-7.1455841064453125,7.59375,True
110,deer_prompt1,original_images/images/deer.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.688159942626953,-8.688159942626953,-8.688159942626953,0.00662190979346633,0.00662190979346633,1,exact,-17.703784942626953,-17.703784942626953,-17.703784942626953,0.00662190979346633,0.00662190979346633,1,exact,9.015625,9.015625,9.015625,1,True,True,0.0026516588404774666,0.00039562437450513244,0.01563974769669585,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-0.08921337127685547,-9.214213371276855,9.125,True,-0.08921337127685547,-9.214213371276855,9.125,True
112,dingo_prompt1,original_images/images/dingo.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.157215118408203,-8.157215118408203,-8.157215118408203,0.009137922897934914,0.009137922897934914,1,exact,-16.954090118408203,-16.954090118408203,-16.954090118408203,0.009137922897934914,0.009137922897934914,1,exact,8.796875,8.796875,8.796875,1,True,True,0.0035183862783014774,0.0018462397856637836,0.05470408539986238,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.44173145294189453,-8.464518547058105,8.90625,True,0.44173145294189453,-8.464518547058105,8.90625,True
114,domestic_cat_prompt1,original_images/images/domestic cat.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.860518455505371,-7.860518455505371,-7.860518455505371,0.010804643854498863,0.010804643854498863,1,exact,-17.251144409179688,-17.251144409179688,-17.251144409179688,0.010804643854498863,0.010804643854498863,1,exact,9.390625953674316,9.390625953674316,9.390625953674316,1,True,True,0.0022976365871727467,0.002937519457191229,0.08678857679478824,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.7384281158447266,-8.76157283782959,9.500000953674316,True,0.7384281158447266,-8.76157283782959,9.500000953674316,True
116,domestic_dog_prompt1,original_images/images/domestic dog.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.782622814178467,-7.782622814178467,-7.782622814178467,0.012503530830144882,0.012503530830144882,1,exact,-16.563873291015625,-16.563873291015625,-16.563873291015625,0.012503530830144882,0.012503530830144882,1,exact,8.781250476837158,8.781250476837158,8.781250476837158,1,True,True,0.003619930474087596,0.002701186342164874,0.07436217030044645,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-8.598946571350098,-8.889962196350098,-8.598946571350098,-8.889962196350098,0.8163237571716309,-7.673911094665527,8.490234851837158,True,0.8163237571716309,-7.673911094665527,8.490234851837158,True
118,donkey_prompt1,original_images/images/donkey.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.391744613647461,-8.391744613647461,-8.391744613647461,0.010303798131644726,0.010303798131644726,1,exact,-16.32924461364746,-16.32924461364746,-16.32924461364746,0.010303798131644726,0.010303798131644726,1,exact,7.9375,7.9375,7.9375,1,True,True,0.004521595314145088,0.000731252774130553,0.02581848794943653,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.20720195770263672,-7.839673042297363,8.046875,True,0.20720195770263672,-7.839673042297363,8.046875,True
120,dromedary_camel_prompt1,original_images/images/dromedary camel.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.8760986328125,-8.8760986328125,-8.8760986328125,0.010504966601729393,0.010504966601729393,1,exact,-16.8839111328125,-16.8839111328125,-16.8839111328125,0.010504966601729393,0.010504966601729393,1,exact,8.0078125,8.0078125,8.0078125,1,True,True,0.0063445488922297955,0.0008747814572416246,0.02477196670952253,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-0.27715206146240234,-8.394339561462402,8.1171875,True,-0.27715206146240234,-8.394339561462402,8.1171875,True
122,duck_prompt1,original_images/images/duck.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.2984113693237305,-7.2984113693237305,-7.2984113693237305,0.0142362080514431,0.0142362080514431,1,exact,-15.50934886932373,-15.50934886932373,-15.50934886932373,0.0142362080514431,0.0142362080514431,1,exact,8.2109375,8.2109375,8.2109375,1,True,True,0.00763100478798151,0.00366756203584373,0.016343050985597074,False,False,True,True,0.3333333333333333,-1.0,GT<proxy,-8.309884071350098,-8.489571571350098,-8.309884071350098,-8.489571571350098,1.0114727020263672,-7.019777297973633,8.03125,True,1.0114727020263672,-7.019777297973633,8.03125,True
124,egret_prompt1,original_images/images/egret.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.939291954040527,-7.939291954040527,-7.939291954040527,0.016340209171175957,0.016340209171175957,1,exact,-15.634604454040527,-15.634604454040527,-15.634604454040527,0.016340209171175957,0.016340209171175957,1,exact,7.6953125,7.6953125,7.6953125,1,True,True,0.010889293625950813,0.009207614697515965,0.01389759173616767,False,False,True,True,0.5,-2.0,GT<proxy,-8.309884071350098,-8.598946571350098,-8.309884071350098,-8.598946571350098,0.3705921173095703,-7.03565788269043,7.40625,True,0.3705921173095703,-7.03565788269043,7.40625,True
126,eland_prompt1,original_images/images/eland.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.156990051269531,-8.156990051269531,-8.156990051269531,0.007265386637300253,0.007265386637300253,1,exact,-16.82105255126953,-16.82105255126953,-16.82105255126953,0.007265386637300253,0.007265386637300253,1,exact,8.6640625,8.6640625,8.6640625,1,True,True,0.0029978970997035503,0.00030233594588935375,0.015343457809649408,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.4419565200805664,-8.331480979919434,8.7734375,True,0.4419565200805664,-8.331480979919434,8.7734375,True
128,elk_prompt1,original_images/images/elk.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.563730239868164,-8.563730239868164,-8.563730239868164,0.011163486167788506,0.011163486167788506,1,exact,-16.407480239868164,-16.407480239868164,-16.407480239868164,0.011163486167788506,0.011163486167788506,1,exact,7.84375,7.84375,7.84375,1,True,True,0.00600606482475996,0.0008288795943371952,0.026111585408216342,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-8.598946571350098,-8.889962196350098,-8.598946571350098,-8.889962196350098,0.035216331481933594,-7.517518043518066,7.552734375,True,0.035216331481933594,-7.517518043518066,7.552734375,True
130,emu_prompt1,original_images/images/emu.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-8.893203735351562,-8.893203735351562,-8.893203735351562,0.02139349840581417,0.02139349840581417,1,exact,-16.588516235351562,-16.588516235351562,-16.588516235351562,0.02139349840581417,0.02139349840581417,1,exact,7.6953125,7.6953125,7.6953125,1,True,True,0.011361692100763321,0.006152421701699495,0.010801009135320783,False,False,True,True,0.3333333333333333,-1.0,GT<proxy,-8.309884071350098,-8.489571571350098,-8.309884071350098,-8.489571571350098,-0.5833196640014648,-8.098944664001465,7.515625,True,-0.5833196640014648,-8.098944664001465,7.515625,True
132,fennec_fox_prompt1,original_images/images/fennec fox.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.922772407531738,-7.922772407531738,-7.922772407531738,0.00882098637521267,0.00882098637521267,1,exact,-16.649335861206055,-16.649335861206055,-16.649335861206055,0.00882098637521267,0.00882098637521267,1,exact,8.726563453674316,8.726563453674316,8.726563453674316,1,True,True,0.0027414069045335054,0.0008736002491787076,0.04659433156484738,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.6761741638183594,-8.159764289855957,8.835938453674316,True,0.6761741638183594,-8.159764289855957,8.835938453674316,True
134,gazelle_prompt1,original_images/images/gazelle.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.688941955566406,-8.688941955566406,-8.688941955566406,0.012415021657943726,0.012415021657943726,1,exact,-16.337379455566406,-16.337379455566406,-16.337379455566406,0.012415021657943726,0.012415021657943726,1,exact,7.6484375,7.6484375,7.6484375,1,True,True,0.007485356647521257,0.00036516168620437384,0.018591464206110686,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-0.0899953842163086,-7.847807884216309,7.7578125,True,-0.0899953842163086,-7.847807884216309,7.7578125,True
136,giraffe_prompt1,original_images/images/giraffe.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.501179695129395,-8.501179695129395,-8.501179695129395,0.010880785062909126,0.010880785062909126,1,exact,-16.19649314880371,-16.19649314880371,-16.19649314880371,0.010880785062909126,0.010880785062909126,1,exact,7.695313453674316,7.695313453674316,7.695313453674316,1,True,True,0.0066976663656532764,0.0007610846078023314,0.001649363141041249,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-8.598946571350098,-8.889962196350098,-8.598946571350098,-8.889962196350098,0.09776687622070312,-7.306530952453613,7.404297828674316,True,0.09776687622070312,-7.306530952453613,7.404297828674316,True
138,gnu_prompt1,original_images/images/gnu.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.422981262207031,-8.422981262207031,-8.422981262207031,0.01017543114721775,0.01017543114721775,1,exact,-16.07141876220703,-16.07141876220703,-16.07141876220703,0.01017543114721775,0.01017543114721775,1,exact,7.6484375,7.6484375,7.6484375,1,True,True,0.007223126478493214,0.00045118137495592237,0.01462589591392316,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-8.598946571350098,-8.889962196350098,-8.598946571350098,-8.889962196350098,0.1759653091430664,-7.181456565856934,7.357421875,True,0.1759653091430664,-7.181456565856934,7.357421875,True
140,goat_prompt1,original_images/images/goat.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.6103515625,-8.6103515625,-8.6103515625,0.009525549598038197,0.009525549598038197,1,exact,-15.6962890625,-15.6962890625,-15.6962890625,0.009525549598038197,0.009525549598038197,1,exact,7.0859375,7.0859375,7.0859375,1,True,True,0.008175168186426163,0.0006439904682338238,0.02404501265846193,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,-0.011404991149902344,-7.206717491149902,7.1953125,True,-0.011404991149902344,-7.206717491149902,7.1953125,True
142,gray_wolf_prompt1,original_images/images/gray wolf.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.344744682312012,-8.344744682312012,-8.344744682312012,0.00946612749248743,0.00946612749248743,1,exact,-16.297870635986328,-16.297870635986328,-16.297870635986328,0.00946612749248743,0.00946612749248743,1,exact,7.953125953674316,7.953125953674316,7.953125953674316,1,True,True,0.006153545342385769,0.0010910641867667437,0.04293040244374424,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.25420188903808594,-7.8082990646362305,8.062500953674316,True,0.25420188903808594,-7.8082990646362305,8.062500953674316,True
144,hare_prompt1,original_images/images/hare.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.250732421875,-8.250732421875,-8.250732421875,0.00730658695101738,0.00730658695101738,1,exact,-15.656982421875,-15.656982421875,-15.656982421875,0.00730658695101738,0.00730658695101738,1,exact,7.40625,7.40625,7.40625,1,True,True,0.0068223983980715275,0.001150603056885302,0.1340917770867236,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.34821414947509766,-7.167410850524902,7.515625,True,0.34821414947509766,-7.167410850524902,7.515625,True
146,heron_prompt1,original_images/images/heron.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,1,1,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.579692840576172,-7.579692840576172,-7.579692840576172,0.014629880897700787,0.014629880897700787,1,exact,-14.845317840576172,-14.845317840576172,-14.845317840576172,0.014629880897700787,0.014629880897700787,1,exact,7.265625,7.265625,7.265625,1,True,True,0.015185642056167126,0.00630934489890933,0.01208990509621799,False,False,True,True,1.0,1.0,GT>proxy,-8.309884071350098,-7.157540321350098,-8.309884071350098,-7.157540321350098,0.7301912307739258,-7.687777519226074,8.41796875,True,0.7301912307739258,-7.687777519226074,8.41796875,True
148,hippopotamus_prompt1,original_images/images/hippopotamus.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.563835144042969,-8.563835144042969,-8.563835144042969,0.012609762139618397,0.012609762139618397,1,exact,-13.868522644042969,-13.868522644042969,-13.868522644042969,0.012609762139618397,0.012609762139618397,1,exact,5.3046875,5.3046875,5.3046875,1,True,True,0.033521510660648346,0.002896655350923538,0.00847664475440979,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.035111427307128906,-5.378951072692871,5.4140625,True,0.035111427307128906,-5.378951072692871,5.4140625,True
150,horse_prompt1,original_images/images/horse.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.126680374145508,-8.126680374145508,-8.126680374145508,0.014908604323863983,0.014908604323863983,1,exact,-16.782930374145508,-16.782930374145508,-16.782930374145508,0.014908604323863983,0.014908604323863983,1,exact,8.65625,8.65625,8.65625,1,True,True,0.003927379846572876,0.0014959343243390322,0.014293904998339713,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.47226619720458984,-8.29335880279541,8.765625,True,0.47226619720458984,-8.29335880279541,8.765625,True
152,hyena_prompt1,original_images/images/hyena.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-7.907224655151367,-7.907224655151367,-7.907224655151367,0.009336155839264393,0.009336155839264393,1,exact,-15.196287155151367,-15.196287155151367,-15.196287155151367,0.009336155839264393,0.009336155839264393,1,exact,7.2890625,7.2890625,7.2890625,1,True,True,0.007163331378251314,0.0007200937252491713,0.020643878146074712,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.6917219161987305,-6.7067155838012695,7.3984375,True,0.6917219161987305,-6.7067155838012695,7.3984375,True
154,ibex_prompt1,original_images/images/ibex.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.032389640808105,-8.032389640808105,-8.032389640808105,0.010484103113412857,0.010484103113412857,1,exact,-15.696452140808105,-15.696452140808105,-15.696452140808105,0.010484103113412857,0.010484103113412857,1,exact,7.6640625,7.6640625,7.6640625,1,True,True,0.005699440836906433,0.0004278293636161834,0.032478497494594194,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.5665569305419922,-7.206880569458008,7.7734375,True,0.5665569305419922,-7.206880569458008,7.7734375,True
156,ibis_prompt1,original_images/images/ibis.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",2,2,2,{2},2,2,2,True,True,,4,4,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[0, 1, 2, 3, 4]",5,5,1,2,2,-7.548521041870117,-7.548521041870117,-7.548521041870117,0.015095384791493416,0.015095384791493416,1,exact,-15.196958541870117,-15.196958541870117,-15.196958541870117,0.015095384791493416,0.015095384791493416,1,exact,7.6484375,7.6484375,7.6484375,1,True,True,0.009185811504721642,0.0021718868520110846,0.014325647498480976,False,False,True,True,0.5,-2.0,GT<proxy,-8.309884071350098,-8.598946571350098,-8.309884071350098,-8.598946571350098,0.7613630294799805,-6.5980119705200195,7.359375,True,0.7613630294799805,-6.5980119705200195,7.359375,True
158,impala_prompt1,original_images/images/impala.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,6,6,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.813745498657227,-8.813745498657227,-8.813745498657227,0.01095340121537447,0.01095340121537447,1,exact,-17.196557998657227,-17.196557998657227,-17.196557998657227,0.01095340121537447,0.01095340121537447,1,exact,8.3828125,8.3828125,8.3828125,1,True,True,0.004807030316442251,0.0004072883748449385,0.01831548966583796,False,False,True,True,0.3333333333333333,-2.0,GT<proxy,-8.598946571350098,-8.889962196350098,-8.598946571350098,-8.889962196350098,-0.2147989273071289,-8.306595802307129,8.091796875,True,-0.2147989273071289,-8.306595802307129,8.091796875,True
160,indian_rhinoceros_prompt1,original_images/images/indian rhinoceros.png,Animals,animal,Counting/Illusion,Counting/Illusion,"How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.","How many legs do this animal have? Answer with a number in curly brackets, e.g., {9}.
Answer with exactly one integer. No words.",4,4,4,{4},4,4,4,True,True,,3,3,best non-GT candidate from GT±2 by avg_logprob,GT±2,"[2, 3, 4, 5, 6]",5,5,1,4,4,-8.360400199890137,-8.360400199890137,-8.360400199890137,0.009731963276863098,0.009731963276863098,1,exact,-16.063526153564453,-16.063526153564453,-16.063526153564453,0.009731963276863098,0.009731963276863098,1,exact,7.703125953674316,7.703125953674316,7.703125953674316,1,True,True,0.006448944099247456,0.0009214262827299535,0.01032083758036606,False,False,True,True,0.3333333333333333,1.0,GT>proxy,-8.598946571350098,-8.489571571350098,-8.598946571350098,-8.489571571350098,0.23854637145996094,-7.5739545822143555,7.812500953674316,True,0.23854637145996094,-7.5739545822143555,7.812500953674316,True
